#2022.01.07 00:00:00 1641600  0:Ubat(Vdc) 1:Ibat_w(A) 2:Ibat(A) 3:Phase(-) 4:U_in(Vac) 5:I_in(A) 6:P_in(kVA) 7:U_out(Vac) 8:I_out(A) 9:P_out(kVA) 10:F_out(Hz) 11:Mode(-) 12:XT_state(-) 13:Ubat_v(Vdc) 14:Ibat_v(A) 15:U_pv(V) 16:I_pv(A) 17:P_pv(kW) 18:Ed(kWh) 19:MWhT(MWh) 20:Mode_v(-) 21:Sd(h) 22:Phas(-) 23:VT_state(-) 24:T_1(C) 25:T_2(C) 26:T_3(C) 27:T_4(C) 28:Pyra1(%) 29:Pyra2(%) 30:TempSpeicherHeizen 31:TempSpeicherKuehlung 32:TempWTKuehlung 33:TempWTRueck_Kuehl 34:TempQuelleAustritt 35:TempAussenfuehler 36:Temp24Stundenwert 37:Temp1Stundenwert 38:TempBrauchwasser 39:Reserve_1 40:Reserve2 41:Reserve3 42:TempWP1Quelleaus 43:TempWP1Quelleein 44:TempWP1Vorlauf 45:TempWP1Ruecklauf 46:TempWP1PTherm 47:TempWP1PElek 48:TempWP1COP 49:WP1VerfluessigerTemperatur 50:WP1VerfluessigerDruck 51:WP1VerdampferTemperatur 52:WP1VerdampferDruck 53:WP1Sauggastemperatur 54:TempWP2Quelleaus 55:TempWP2Quelleein 56:TempWP2Vorlauf 57:TempWP2Ruecklauf 58:TempWP2PTherm 59:TempWP2PElek 60:TempWP2COP 61:WP2VerfluessigerTemperatur 62:WP2VerfluessigerDruck 63:WP2VerdampferTemperatur 64:WP2VerdampferDruck 65:WP2Sauggastemperatur 66:SollwertMischkreis1 67:TemperaturMischkreis1 68:StellwertMischkreis1 69:SollwertMischkreis2 70:TemperaturMischkreis2 71:StellwertMischkreis2 72:SollwertMischkreis3 73:TemperaturMischkreis3 74:StellwertMischkreis3 75:Reserve1 76:Reserve4 77:Reserve5 78:Reserve6 79:Reserve7 80:Reserve8 81:Reserve9 82:Reserve11 83:Reserve12 84:AlarmWP1 85:AusgangsstatusWP1 86:B_ZeitWP1Kompressor1 87:B_ZeitWP1Kompressor2 88:BetriebsmodusWP1 89:IntegerreserveWP1 90:AlarmWP2 91:AusgangsstatusWP2 92:B_ZeitWP2Kompressor1 93:B_ZeitWP2Kompressor2 94:BetriebsmodusWP2Working 95:IntegerreserveWP2 96:1_T_VL(C) 97:1_T_RL(C) 98:1_Vdot(lh) 99:1_Qdot(kW) 100:1_Q(kWh) 101:4_T_VL(C) 102:4_T_RL(C) 103:4_Vdot(lh) 104:4_Qdot(kW) 105:4_Q(kWh) 106:10_T_VL(C) 107:10_T_RL(C) 108:10_Vdot(lh) 109:10_Qdot(kW) 110:10_Q(kWh) 111:SMPumpeSoleWP1 112:SMPumpeHeizungWP1 113:SMPumpeKuehlungEM 114:SMPumpeRueckkuehlungEM 115:SMPumpeSoleWP2 116:SMPumpeHeizungWP2 117:SMPumpeBrauchwasserEM 118:RunErrorWP1Solepumpe 119:RunErrorWp1Heizungspumpe 120:RunErrorPumpeKuehlung 121:RunErrorRueckkuehlung 122:RunErrorWP2Solepumpe 123:RunErrorWP2Heizungspumpe 124:RunErrorPumpeBrauchwasser 125:RunErrrorV1_1 126:RunErrorV1_2 127:RunErrorV2_1 128:RunErrorV2_2 129:RunErrorV3_1 130:RunErrorV3_2 131:RunErrorVBWW 132:ErrorT1SpeicherHeizen 133:ErrorT2SpeicherKuehlen 134:ErrorT3Kuehlung 135:ErrorT4Rueckkuehlung 136:ErrorT5Quellenaustitt 137:ErrorT_Brauchwasser 138:ErrorT_Aussenfuehler 139:SMSchaltschrank 140:SMPhaseDrehfeld 141:SMWP1 142:SMWP2 143:SMSammelstoerung 144:SMReserve4 145:SMReserve5 146:SMReserve6 147:BMPumpeSoleWP1 148:BMPumpeHeizungWP1 149:BMPumpeKuehlung 150:BMPumpeRueckkuehlung 151:BMPumpeSoleWP2 152:BMPumpeHeizungWP2 153:BMPumpeBrauchwasserBMPump 154:RMV1_1offen 155:RMV1_2offen 156:RMV2_1offen 157:RMV2_2offen 158:RMV3_1offen 159:RMV3_2offen 160:RMVBWWoffen 161:BMResettaster 162:BMWPBetrieb 163:BMReserve2 164:BMReserve3 165:BMReserve4 166:BMReserve5 167:BMReserve6 168:BMReserve7 169:BMReserve8 170:BMReserve9 171:T_innen(C)
2022.01.07 08:30:00 1672200  56.719 30.000 0.000 4.000 3.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.844 0.000 115.562 0.177 0.000 -0.000 2.463 8.000 0.350 3.000 1.000 11.200 25.900 26.700 12.200 0.000 0.000 24.800 10.600 5553.700 5553.700 6553.200 2.000 3.800 1.800 0.000 0.000 0.000 0.000 11.700 12.900 24.700 24.700 0.000 0.000 0.000 8.200 9.300 8.400 9.500 22.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 26.000 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 26.000 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.300 11.900 0.000 0.000 1862.000 26.300 25.000 490.000 0.700 2760.000 24.700 24.400 31.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.170
2022.01.07 08:30:30 1672230  56.719 30.000 0.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.812 0.000 115.812 0.000 0.000 -0.000 2.463 1.000 0.350 3.000 1.000 11.100 25.900 26.800 12.300 0.000 0.000 24.800 10.600 5553.700 5553.700 6553.200 2.000 3.800 1.800 0.000 0.000 0.000 0.000 11.700 12.900 24.700 24.700 0.000 0.000 0.000 8.200 9.300 8.600 9.500 22.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.500 26.000 10.000 24.000 0.000 10.000 24.000 0.000 10.000 0.000 0.000 26.000 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.300 11.900 0.000 0.000 1862.000 26.300 25.000 491.000 0.800 2760.000 24.700 24.400 32.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.160
2022.01.07 08:31:00 1672260  -99.990000 30.000 0.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.844 0.000 116.000 0.000 0.000 -0.000 2.463 10.000 0.350 3.000 1.000 11.300 25.900 26.700 12.200 0.000 0.000 24.800 10.600 5553.700 5553.700 6553.200 2.100 3.800 1.900 0.000 0.000 0.000 0.000 11.800 13.000 24.700 24.700 0.000 0.000 0.000 8.200 9.300 8.600 9.500 22.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 26.000 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 26.000 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.300 11.900 0.000 0.000 1862.000 26.300 25.000 490.000 0.800 2760.000 24.700 24.400 32.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.170
2022.01.07 08:31:30 1672290  56.719 30.000 0.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.844 0.000 116.125 0.000 0.000 -0.000 2.463 10.000 0.350 3.000 1.000 11.200 25.800 26.700 12.300 0.000 0.000 24.700 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 11.800 13.000 24.600 24.700 0.000 0.000 0.000 8.300 9.300 8.600 9.500 22.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 26.000 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 26.000 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.300 12.000 0.000 0.000 1862.000 26.200 24.900 491.000 0.700 2760.000 24.700 24.400 32.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.160
2022.01.07 08:32:00 1672320  56.719 30.000 -2.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.812 0.000 116.188 0.000 0.000 -0.000 2.463 1.000 0.367 3.000 1.000 11.200 25.800 26.700 12.300 0.000 0.000 24.700 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 11.800 13.000 24.600 24.600 0.000 0.000 0.000 8.300 9.300 8.600 9.500 22.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.900 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.900 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.400 12.000 0.000 0.000 1862.000 26.200 24.900 490.000 0.800 2760.000 24.700 24.300 32.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.170
2022.01.07 08:32:30 1672350  56.719 30.000 -2.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.812 0.000 116.250 0.000 0.000 -0.000 2.463 10.000 0.367 3.000 1.000 11.200 25.700 26.600 12.300 0.000 0.000 24.700 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 11.900 13.100 24.600 24.600 0.000 0.000 0.000 8.400 9.300 8.600 9.500 22.600 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.900 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.900 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.400 12.100 0.000 0.000 1862.000 26.200 24.900 489.000 0.800 2760.000 24.700 24.300 27.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.160
2022.01.07 08:33:00 1672380  -99.990000 30.000 -1.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.844 0.000 116.438 0.000 0.000 -0.000 2.463 10.000 0.383 3.000 1.000 11.100 25.800 26.700 12.300 -99.990000 -99.990000 24.700 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 11.900 13.100 24.600 24.600 0.000 0.000 0.000 8.400 9.400 8.600 9.500 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.900 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.900 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.500 12.200 0.000 0.000 1862.000 26.200 24.900 491.000 0.800 2760.000 24.600 24.300 27.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.160
2022.01.07 08:33:30 1672410  56.719 30.000 -2.000 4.000 4.000 0.000 0.000 239.000 0.656 0.156 50.000 1.000 1.000 56.812 0.000 116.125 0.000 0.000 -0.000 2.463 1.000 0.383 3.000 1.000 11.200 25.700 26.500 12.300 0.000 0.000 24.700 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 11.900 13.100 24.600 24.600 0.000 0.000 0.000 8.400 9.400 8.600 9.500 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.900 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.900 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.500 12.200 0.000 0.000 1862.000 26.100 24.800 490.000 0.700 2760.000 24.600 24.300 25.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.160
2022.01.07 08:34:00 1672440  56.719 30.000 -2.000 4.000 4.000 0.000 0.000 239.000 0.656 0.156 50.000 1.000 1.000 56.812 0.000 116.562 0.000 0.000 -0.000 2.463 1.000 0.383 3.000 1.000 11.200 25.700 26.600 12.200 0.000 0.000 24.700 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 11.900 13.200 24.600 24.600 0.000 0.000 0.000 8.500 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.800 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.800 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.500 12.200 0.000 0.000 1862.000 26.100 24.800 490.000 0.700 2760.000 24.600 24.300 22.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.170
2022.01.07 08:34:30 1672470  56.719 30.000 -1.000 4.000 4.000 0.000 0.000 239.000 0.656 0.156 50.000 1.000 1.000 56.844 0.000 116.750 0.000 0.000 -0.000 2.463 10.000 0.383 3.000 1.000 11.200 25.700 26.500 12.300 0.000 0.000 24.700 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 12.000 13.200 24.500 24.500 0.000 0.000 0.000 8.500 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.800 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.800 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.500 12.200 0.000 0.000 1862.000 26.000 24.800 491.000 0.700 2760.000 24.500 24.200 22.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.160
2022.01.07 08:35:00 1672500  56.719 30.000 -1.000 4.000 3.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.812 0.048 58.312 0.072 0.000 -0.000 2.463 8.000 0.400 3.000 1.000 11.200 25.700 26.600 12.200 0.000 0.000 24.600 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 12.000 13.200 24.500 24.500 0.000 0.000 0.000 8.500 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.800 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.800 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.500 12.300 0.000 0.000 1862.000 26.000 24.800 491.000 0.700 2760.000 24.500 24.200 19.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.140
2022.01.07 08:35:30 1672530  56.719 30.000 -1.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.781 0.000 116.875 0.000 0.000 -0.000 2.463 1.000 0.400 3.000 1.000 11.100 25.700 26.600 12.400 0.000 0.000 24.600 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 12.000 13.300 24.500 24.500 0.000 0.000 0.000 8.600 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.800 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.800 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.600 12.400 0.000 0.000 1862.000 26.100 24.800 489.000 0.700 2760.000 24.500 24.200 18.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.130
2022.01.07 08:36:00 1672560  56.719 30.000 -1.000 4.000 4.000 0.000 0.000 239.000 0.656 0.156 50.000 1.000 1.000 56.844 0.000 117.062 0.000 0.000 -0.000 2.463 10.000 0.400 3.000 1.000 11.200 25.600 26.500 12.400 0.000 0.000 24.600 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 12.100 13.300 24.500 24.500 0.000 0.000 0.000 8.600 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.700 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.700 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.600 12.400 0.000 0.000 1862.000 26.100 24.800 489.000 0.700 2760.000 24.400 24.200 18.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.160
2022.01.07 08:36:30 1672590  56.719 30.000 -1.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.844 0.000 117.125 0.000 0.000 -0.000 2.463 10.000 0.400 3.000 1.000 11.100 25.600 26.600 12.300 0.000 0.000 24.600 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 12.100 13.300 24.500 24.500 0.000 0.000 0.000 8.600 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.700 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.700 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.600 12.400 0.000 0.000 1862.000 26.000 24.700 488.000 0.700 2760.000 24.400 24.100 18.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.140
2022.01.07 08:37:00 1672620  -99.990000 30.000 -1.000 4.000 4.000 0.000 0.000 238.000 0.656 0.156 50.000 1.000 1.000 56.781 0.000 117.125 0.000 0.000 -0.000 2.463 1.000 0.417 3.000 1.000 11.200 25.600 26.500 12.400 0.000 0.000 24.600 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 12.100 13.300 24.500 24.500 0.000 0.000 0.000 8.600 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.700 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.700 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.600 12.500 0.000 0.000 1862.000 26.000 24.700 489.000 0.700 2760.000 24.400 24.100 18.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.130
2022.01.07 08:37:30 1672650  56.719 30.000 -1.000 4.000 3.000 0.000 0.000 239.000 0.656 0.156 50.000 1.000 1.000 56.781 0.000 117.188 0.000 0.000 -0.000 2.463 1.000 0.417 3.000 1.000 11.200 25.700 26.500 12.200 0.000 0.000 24.600 10.600 5553.700 5553.700 6553.300 2.100 3.800 1.900 0.000 0.000 0.000 0.000 12.200 13.400 24.400 24.400 0.000 0.000 0.000 8.700 9.400 8.900 9.600 22.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 24.200 25.700 10.000 23.700 0.000 10.000 23.700 0.000 10.000 0.000 0.000 25.700 1.500 1.500 2.700 2.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 16.600 12.500 0.000 0.000 1862.000 26.000 24.700 490.000 0.700 2760.000 24.400 24.100 15.000 0.000 42.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 18.130
