Displayname,WS.DWD-----MEA.T-,STO.EL-INV---OUT-MEA.POW.EL-,Kalt_unten------,GEN.HC-HP--R410a--CALC.POW.H-,DIST.HC--MTR.HC-W.HC-RET-MEA.VF-,STO.H---W.H-BOT-MEA.T-,GEN.H-HP--W.H-RET-MEA.T-,ODC----VER-MEA.GLIR-CALC,GEN.H--MTR.H-W.H-RET-MEA.VF-,STO.EL-SCC---IN-MEA.CUR-,DIST.HC--MTR.HC-W.HC-RET-MEA.T-,STO.EL-INV---OUT-MEA.VOLT-,STO.EL-INV----MEA.VOLT-,STO.EL-SCC----MEA.VOLT-,STO.EL-SCC----CALC.POW.EL-,GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-,ZONE---AIR.ID--MEA.T-,ODC---AIR.OD--CALC.T-,GEN.H--MTR.H-W.H-SUP-CALC.T-,STO.EL-INV---OUT-MEA.CUR-,STO.EL-INV---IN-MEA.CUR-,Kalt_oben------,DIST.HC--MTR.HC-W.HC-SUP-MEA.T-,GEN.C-HP--BRINE-SUP-CALC.T-,GEN.EL-PV----MEA.VOLT-,STO.EL-INV---IN-MEA.VOLT-,GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-,STO.C---W.C-BOT-MEA.T-,GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-,GEN.HC-HP--R410a--CALC.COP.virt-,GEN.EL-PV----MEA.CUR-,GEN.H-HP--W.H-SUP-MEA.T-,GEN.C-HP--BRINE-RET-CALC.T-,STO.EL-INV---IN-MEA.POW.EL-,ODC----HOR-MEA.GLIR-CALC,Warm_unten------,GEN.HC-HP.COMP--R410a--CALC.POW.EL-,Warm_oben------,GEN.H--MTR.H-W.H-RET-MEA.T-
2022-11-08 00:00:00,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 00:15:00,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 00:30:00,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 00:45:00,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 01:00:00,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 01:15:00,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 01:30:00,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 01:45:00,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 02:00:00,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 02:15:00,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 02:30:00,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 02:45:00,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 03:00:00,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 03:15:00,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 03:30:00,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
